Date,Offence category,Incident_Count,Year,Month_Num,Month_Label
2021-01-18,Malicious damage to property,176.0,2021,1,Jan-21
2021-01-18,Other offences,143.0,2021,1,Jan-21
2021-01-18,Other offences against the person,2.0,2021,1,Jan-21
2021-01-18,Pornography offences,0.0,2021,1,Jan-21
2021-01-18,Prohibited and regulated weapons offences,38.0,2021,1,Jan-21
2021-01-18,Robbery,5.0,2021,1,Jan-21
2021-01-18,Sexual offences,28.0,2021,1,Jan-21
2021-01-18,Theft,660.0,2021,1,Jan-21
2021-01-18,Transport regulatory offences,193.0,2021,1,Jan-21
2021-01-19,Abduction and kidnapping,4.0,2021,1,Jan-21
2021-01-19,Against justice procedures,231.0,2021,1,Jan-21
2021-01-19,Arson,21.0,2021,1,Jan-21
2021-01-19,Assault,166.0,2021,1,Jan-21
2021-01-19,Betting and gaming offences,0.0,2021,1,Jan-21
2021-01-19,Blackmail and extortion,0.0,2021,1,Jan-21
2021-01-19,Coercive Control,0.0,2021,1,Jan-21
2021-01-19,Disorderly conduct,53.0,2021,1,Jan-21
2021-01-19,Drug offences,104.0,2021,1,Jan-21
2021-01-19,Homicide,0.0,2021,1,Jan-21
2021-01-19,"Intimidation, stalking and harassment",126.0,2021,1,Jan-21
2021-01-19,Liquor offences,33.0,2021,1,Jan-21
2021-01-19,Malicious damage to property,127.0,2021,1,Jan-21
2021-01-19,Other offences,142.0,2021,1,Jan-21
2021-01-19,Other offences against the person,5.0,2021,1,Jan-21
2021-01-19,Pornography offences,2.0,2021,1,Jan-21
2021-01-19,Prohibited and regulated weapons offences,42.0,2021,1,Jan-21
2021-01-19,Robbery,5.0,2021,1,Jan-21
2021-01-19,Sexual offences,64.0,2021,1,Jan-21
2021-01-19,Theft,539.0,2021,1,Jan-21
2021-01-19,Transport regulatory offences,190.0,2021,1,Jan-21
2021-01-20,Abduction and kidnapping,1.0,2021,1,Jan-21
2021-01-20,Against justice procedures,290.0,2021,1,Jan-21
2021-01-20,Arson,10.0,2021,1,Jan-21
2021-01-20,Assault,179.0,2021,1,Jan-21
2021-01-20,Betting and gaming offences,0.0,2021,1,Jan-21
2021-01-20,Blackmail and extortion,0.0,2021,1,Jan-21
2021-01-20,Coercive Control,0.0,2021,1,Jan-21
2021-01-20,Disorderly conduct,53.0,2021,1,Jan-21
2021-01-20,Drug offences,160.0,2021,1,Jan-21
2021-01-20,Homicide,0.0,2021,1,Jan-21
2021-01-20,"Intimidation, stalking and harassment",116.0,2021,1,Jan-21
2021-01-20,Liquor offences,12.0,2021,1,Jan-21
2021-01-20,Malicious damage to property,157.0,2021,1,Jan-21
2021-01-20,Other offences,113.0,2021,1,Jan-21
2021-01-20,Other offences against the person,5.0,2021,1,Jan-21
2021-01-20,Pornography offences,3.0,2021,1,Jan-21
2021-01-20,Prohibited and regulated weapons offences,64.0,2021,1,Jan-21
2021-01-20,Robbery,6.0,2021,1,Jan-21
2021-01-20,Sexual offences,44.0,2021,1,Jan-21
2021-01-20,Theft,566.0,2021,1,Jan-21
2021-01-20,Transport regulatory offences,223.0,2021,1,Jan-21
